起始城市,起始城市缩写,到达城市,到达城市缩写,公司,航班号,起飞机场,到达机场,起飞时间,起飞时间戳,到达时间,到达时间戳,机型,起飞日期,到达日期,价格,最大折扣,满载,当前人数
宁波,NGB,福州,FOC,中国国际航空公司,CA4827,栎社机场,长乐机场,19:35,201712131935,20:35,201712132035,CR2,2017/12/13,2017/12/13,3715,0.2,200,195
宁波,NGB,广州,CAN,中国南方航空(集团)公司,CZ3778,栎社机场,新白云国际机场,11:05,201711261105,13:00,201711261300,320,2017/11/26,2017/11/26,2113,0.44,270,261
宁波,NGB,广州,CAN,中国南方航空(集团)公司,CZ3518,栎社机场,新白云国际机场,15:00,201712131500,17:05,201712131705,321,2017/12/13,2017/12/13,2832,0.2,260,251
宁波,NGB,广州,CAN,中国南方航空(集团)公司,CZ3608,栎社机场,新白云国际机场,18:35,201712061835,20:30,201712062030,738,2017/12/06,2017/12/06,3156,0.1,110,102
宁波,NGB,广州,CAN,中国南方航空(集团)公司,CZ3780,栎社机场,新白云国际机场,20:25,201712152025,22:20,201712152220,321,2017/12/15,2017/12/15,2118,0.4,170,167
宁波,NGB,贵阳,KWE,中国南方航空(集团)公司,CZ3786,栎社机场,龙洞堡机场,21:20,201712182120,0:55,201712190055,73G,2017/12/18,2017/12/19,1742,0.3,260,252
宁波,NGB,哈尔滨,HRB,中国南方航空(集团)公司,CZ6761,栎社机场,太平机场,11:00,201711081100,15:00,201711081500,321,2017/11/08,2017/11/08,2533,0.3,120,117
宁波,NGB,济南,TNA,中国国际航空公司,CA4972,栎社机场,遥墙机场,11:30,201711131130,14:00,201711131400,CR2,2017/11/13,2017/11/13,3189,0.1,110,103
宁波,NGB,昆明,KMG,四川航空股份有限公司,3U8938,栎社机场,巫家坝国际机场,10:50,201711301050,13:50,201711301350,319,2017/11/30,2017/11/30,1804,0.3,140,133
宁波,NGB,昆明,KMG,海航集团祥鹏航空公司,8L9988,栎社机场,巫家坝国际机场,20:20,201712072020,23:10,201712072310,737,2017/12/07,2017/12/07,2735,0.4,250,247
宁波,NGB,连云港,LYG,中国南方航空(集团)公司,CZ6701,栎社机场,白塔阜机场,15:15,201711211515,16:25,201711211625,320,2017/11/21,2017/11/21,1507,0.5,190,185
宁波,NGB,南昌,KHN,四川航空股份有限公司,3U8928,栎社机场,昌北机场,13:40,201711061340,14:40,201711061440,319,2017/11/06,2017/11/06,2584,0.17,140,135
宁波,NGB,南京,NKG,中国国际航空公司,CA4972,栎社机场,禄口国际机场,11:30,201712021130,12:25,201712021225,CR2,2017/12/02,2017/12/02,1929,0.16,230,227
宁波,NGB,南宁,NNG,鹰联航空公司,EU2226,栎社机场,吴圩机场,11:45,201712271145,15:35,201712271535,319,2017/12/27,2017/12/27,3506,0.1,190,184
宁波,NGB,青岛,TAO,中国南方航空(集团)公司,CZ3855,栎社机场,流亭机场,10:00,201711261000,11:40,201711261140,738,2017/11/26,2017/11/26,1570,0.4,190,187
宁波,NGB,青岛,TAO,中国国际航空公司,CA4710,栎社机场,流亭机场,13:20,201711291320,14:45,201711291445,733,2017/11/29,2017/11/29,2623,0.46,250,241
宁波,NGB,三亚,SYX,中国南方航空(集团)公司,CZ6762,栎社机场,凤凰国际机场,21:05,201712112105,23:50,201712112350,321,2017/12/11,2017/12/11,2228,0.1,180,176
宁波,NGB,厦门,XMN,中国国际航空公司,CA4709,栎社机场,高崎国际机场,10:05,201711191005,11:30,201711191130,733,2017/11/19,2017/11/19,2920,0.5,240,236
宁波,NGB,汕头,SWA,中国南方航空(集团)公司,CZ3856,栎社机场,外砂机场,14:25,201711121425,16:00,201711121600,738,2017/11/12,2017/11/12,2781,0.3,180,171
宁波,NGB,深圳,SZX,中国南方航空(集团)公司,CZ6325,栎社机场,宝安国际机场,10:55,201712261055,12:55,201712261255,321,2017/12/26,2017/12/26,3179,0.2,180,170
宁波,NGB,深圳,SZX,中国南方航空(集团)公司,CZ6702,栎社机场,宝安国际机场,19:05,201712171905,21:10,201712172110,320,2017/12/17,2017/12/17,3238,0,250,240
宁波,NGB,沈阳,SHE,中国南方航空(集团)公司,CZ6761,栎社机场,桃仙机场,11:00,201711281100,13:10,201711281310,321,2017/11/28,2017/11/28,3274,0.2,170,164
宁波,NGB,武汉,WUH,鹰联航空公司,EU2226,栎社机场,天河机场,11:45,201712141145,13:10,201712141310,319,2017/12/14,2017/12/14,1564,0.4,180,174
宁波,NGB,武汉,WUH,中国南方航空(集团)公司,CZ3786,栎社机场,天河机场,21:20,201711112120,22:40,201711112240,73G,2017/11/11,2017/11/11,2812,0.4,280,275
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5005,禄口国际机场,首都国际机场,8:00,201712240800,9:40,201712240940,321,2017/12/24,2017/12/24,1620,0.3,150,141
南京,NKG,北京,BJS,中国国际航空公司,CA1820,禄口国际机场,首都国际机场,8:00,201712050800,9:50,201712050950,738,2017/12/05,2017/12/05,2126,0.1,230,227
南京,NKG,北京,BJS,中国国际航空公司,CA981,禄口国际机场,首都国际机场,8:00,201712010800,9:50,201712010950,738,2017/12/01,2017/12/01,2439,0.1,120,115
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5007,禄口国际机场,首都国际机场,9:00,201712120900,11:00,201712121100,321,2017/12/12,2017/12/12,2470,0.43,130,127
南京,NKG,北京,BJS,中国国际航空公司,CA1818,禄口国际机场,首都国际机场,12:00,201712141200,13:50,201712141350,JET,2017/12/14,2017/12/14,1925,0.4,140,137
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5001,禄口国际机场,首都国际机场,13:00,201712061300,14:55,201712061455,321,2017/12/06,2017/12/06,2961,0.2,100,95
南京,NKG,北京,BJS,中国国际航空公司,CA1848,禄口国际机场,首都国际机场,13:50,201712041350,15:50,201712041550,738,2017/12/04,2017/12/04,3384,0.07,260,253
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5009,禄口国际机场,首都国际机场,14:45,201711071445,16:40,201711071640,321,2017/11/07,2017/11/07,2776,0.5,280,275
南京,NKG,北京,BJS,中国国际航空公司,CA1584,禄口国际机场,首都国际机场,15:00,201712101500,16:55,201712101655,319,2017/12/10,2017/12/10,3050,0.2,130,127
南京,NKG,北京,BJS,中国国际航空公司,CA1538,禄口国际机场,首都国际机场,16:00,201712111600,17:50,201712111750,757,2017/12/11,2017/12/11,2825,0.1,240,234
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5015,禄口国际机场,首都国际机场,16:55,201711161655,18:45,201711161845,320,2017/11/16,2017/11/16,2224,0.4,170,161
南京,NKG,北京,BJS,中国国际航空公司,CA1562,禄口国际机场,首都国际机场,17:55,201711031755,19:50,201711031950,JET,2017/11/03,2017/11/03,3126,0.5,210,200
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ5011,禄口国际机场,首都国际机场,18:30,201712281830,20:25,201712282025,321,2017/12/28,2017/12/28,2622,0.5,200,190
南京,NKG,北京,BJS,中国国际航空公司,CA1504,禄口国际机场,首都国际机场,20:00,201712092000,21:45,201712092145,JET,2017/12/09,2017/12/09,3179,0.2,250,242
南京,NKG,北京,BJS,中国南方航空(集团)公司,CZ3182,禄口国际机场,首都国际机场,22:05,201712292205,23:50,201712292350,333,2017/12/29,2017/12/29,3007,0.1,160,151
南京,NKG,成都,CTU,中国国际航空公司,CA4506,禄口国际机场,双流国际机场,12:50,201712141250,15:25,201712141525,JET,2017/12/14,2017/12/14,2693,0,110,104
南京,NKG,成都,CTU,四川航空股份有限公司,3U8924,禄口国际机场,双流国际机场,14:35,201711071435,16:55,201711071655,320,2017/11/07,2017/11/07,2987,0.23,160,157
南京,NKG,成都,CTU,中国国际航空公司,CA4518,禄口国际机场,双流国际机场,19:40,201711091940,22:15,201711092215,319,2017/11/09,2017/11/09,3008,0.4,110,103
南京,NKG,成都,CTU,四川航空股份有限公司,3U8994,禄口国际机场,双流国际机场,20:20,201711302020,22:40,201711302240,319,2017/11/30,2017/11/30,2468,0.3,200,195
南京,NKG,重庆,CKG,中国南方航空(集团)公司,CZ8120,禄口国际机场,江北国际机场,11:05,201712251105,13:10,201712251310,320,2017/12/25,2017/12/25,1650,0.2,270,265
南京,NKG,重庆,CKG,四川航空股份有限公司,3U8840,禄口国际机场,江北国际机场,17:35,201711021735,19:40,201711021940,320,2017/11/02,2017/11/02,2472,0.04,170,160
南京,NKG,重庆,CKG,中国国际航空公司,CA4558,禄口国际机场,江北国际机场,17:55,201712161755,20:05,201712162005,73G,2017/12/16,2017/12/16,1753,0.5,190,181
南京,NKG,重庆,CKG,中国南方航空(集团)公司,CZ3428,禄口国际机场,江北国际机场,20:20,201711112020,23:20,201711112320,738,2017/11/11,2017/11/11,2154,0.2,230,224
南京,NKG,大连,DLC,中国南方航空(集团)公司,CZ3985,禄口国际机场,周水子机场,13:55,201711261355,15:30,201711261530,320,2017/11/26,2017/11/26,3384,0.1,160,153
南京,NKG,大连,DLC,中国南方航空(集团)公司,CZ3760,禄口国际机场,周水子机场,23:05,201711102305,0:35,201711110035,319,2017/11/10,2017/11/11,2104,0.2,110,104
南京,NKG,大连,DLC,中国南方航空(集团)公司,CZ6338,禄口国际机场,周水子机场,23:35,201711282335,1:05,201711290105,319,2017/11/28,2017/11/29,2403,0.3,280,271
南京,NKG,福州,FOC,中国南方航空(集团)公司,CZ3825,禄口国际机场,长乐机场,10:10,201711091010,11:15,201711091115,733,2017/11/09,2017/11/09,2344,0.3,200,193
南京,NKG,福州,FOC,中国国际航空公司,CA4991,禄口国际机场,长乐机场,17:05,201712121705,18:15,201712121815,737,2017/12/12,2017/12/12,2123,0.1,220,216
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3872,禄口国际机场,新白云国际机场,8:00,201711220800,10:00,201711221000,320,2017/11/22,2017/11/22,1398,0.1,270,267
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3514,禄口国际机场,新白云国际机场,11:00,201711301100,13:10,201711301310,JET,2017/11/30,2017/11/30,2305,0.2,210,204
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3600,禄口国际机场,新白云国际机场,13:00,201712051300,15:10,201712051510,JET,2017/12/05,2017/12/05,2091,0.2,200,195
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3822,禄口国际机场,新白云国际机场,16:00,201711221600,17:55,201711221755,319,2017/11/22,2017/11/22,2122,0.2,250,245
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3508,禄口国际机场,新白云国际机场,19:00,201712241900,21:10,201712242110,JET,2017/12/24,2017/12/24,2345,0,110,105
南京,NKG,广州,CAN,中国南方航空(集团)公司,CZ3698,禄口国际机场,新白云国际机场,20:50,201711272050,23:00,201711272300,321,2017/11/27,2017/11/27,2723,0.3,250,246
南京,NKG,贵阳,KWE,中国南方航空(集团)公司,CZ3656,禄口国际机场,龙洞堡机场,11:50,201712061150,15:15,201712061515,JET,2017/12/06,2017/12/06,2428,0.4,230,224
南京,NKG,贵阳,KWE,中国南方航空(集团)公司,CZ6451,禄口国际机场,龙洞堡机场,11:55,201711021155,14:00,201711021400,M90,2017/11/02,2017/11/02,2767,0.2,100,96
南京,NKG,桂林,KWL,中国南方航空(集团)公司,CZ6453,禄口国际机场,两江国际机场,11:55,201712121155,13:50,201712121350,M90,2017/12/12,2017/12/12,1410,0.3,170,167
南京,NKG,桂林,KWL,中国南方航空(集团)公司,CZ3254,禄口国际机场,两江国际机场,20:15,201712192015,22:10,201712192210,JET,2017/12/19,2017/12/19,1062,0.21,260,254
南京,NKG,哈尔滨,HRB,四川航空股份有限公司,3U8839,禄口国际机场,太平机场,11:00,201711291100,13:20,201711291320,320,2017/11/29,2017/11/29,1194,0.1,250,245
南京,NKG,海口,HAK,中国南方航空(集团)公司,CZ6337,禄口国际机场,美兰机场,16:45,201712061645,19:20,201712061920,319,2017/12/06,2017/12/06,3099,0.11,220,216
南京,NKG,济南,TNA,中国国际航空公司,CA4972,禄口国际机场,遥墙机场,13:00,201711201300,14:00,201711201400,CR2,2017/11/20,2017/11/20,1932,0.2,220,216
南京,NKG,济南,TNA,中国国际航空公司,CA4992,禄口国际机场,遥墙机场,21:00,201712182100,21:55,201712182155,737,2017/12/18,2017/12/18,3597,0.14,130,120
南京,NKG,晋江,JJN,奥凯航空,BK2857,禄口国际机场,泉州晋江机场,9:20,201712120920,10:40,201712121040,738,2017/12/12,2017/12/12,2505,0.01,300,293
南京,NKG,晋江,JJN,奥凯航空,BK2857,禄口国际机场,泉州晋江机场,9:20,201712210920,10:40,201712211040,738,2017/12/21,2017/12/21,1845,0,150,145
南京,NKG,晋江,JJN,奥凯航空,BK2857,禄口国际机场,泉州晋江机场,9:20,201712250920,10:40,201712251040,738,2017/12/25,2017/12/25,2223,0.5,100,93
南京,NKG,昆明,KMG,中国国际航空公司,CA4695,禄口国际机场,巫家坝国际机场,9:40,201711190940,12:35,201711191235,738,2017/11/19,2017/11/19,1921,0.3,220,215
南京,NKG,昆明,KMG,海航集团祥鹏航空公司,8L9936,禄口国际机场,巫家坝国际机场,12:10,201711281210,16:05,201711281605,737,2017/11/28,2017/11/28,3159,0.1,240,236
南京,NKG,昆明,KMG,海航集团祥鹏航空公司,8L9984,禄口国际机场,巫家坝国际机场,19:05,201711211905,22:00,201711212200,JET,2017/11/21,2017/11/21,3764,0.1,100,94
南京,NKG,南昌,KHN,中国南方航空(集团)公司,CZ3264,禄口国际机场,昌北机场,12:10,201712071210,13:20,201712071320,73G,2017/12/07,2017/12/07,3063,0.34,270,264
南京,NKG,南昌,KHN,中国南方航空(集团)公司,CZ6581,禄口国际机场,昌北机场,17:20,201711291720,18:25,201711291825,JET,2017/11/29,2017/11/29,1683,0.2,230,225
南京,NKG,南宁,NNG,中国南方航空(集团)公司,CZ3264,禄口国际机场,吴圩机场,12:10,201711201210,15:30,201711201530,73G,2017/11/20,2017/11/20,2499,0.1,240,234
南京,NKG,宁波,NGB,中国国际航空公司,CA4971,禄口国际机场,栎社机场,9:45,201711080945,10:40,201711081040,CR2,2017/11/08,2017/11/08,2872,0.1,100,94
南京,NKG,青岛,TAO,中国国际航空公司,CA4696,禄口国际机场,流亭机场,16:25,201712081625,17:40,201712081740,738,2017/12/08,2017/12/08,3107,0.2,260,256
南京,NKG,厦门,XMN,中国南方航空(集团)公司,CZ6545,禄口国际机场,高崎国际机场,18:00,201711261800,19:25,201711261925,320,2017/11/26,2017/11/26,2396,0.4,140,130
南京,NKG,厦门,XMN,中国南方航空(集团)公司,CZ3397,禄口国际机场,高崎国际机场,18:00,201712181800,19:30,201712181930,733,2017/12/18,2017/12/18,3218,0.1,270,267
南京,NKG,深圳,SZX,中国南方航空(集团)公司,CZ3560,禄口国际机场,宝安国际机场,11:55,201712161155,14:05,201712161405,320,2017/12/16,2017/12/16,2701,0.4,210,206
南京,NKG,深圳,SZX,中国南方航空(集团)公司,CZ3828,禄口国际机场,宝安国际机场,21:35,201712272135,23:50,201712272350,320,2017/12/27,2017/12/27,1637,0.15,240,233
南京,NKG,沈阳,SHE,中国南方航空(集团)公司,CZ3659,禄口国际机场,桃仙机场,16:00,201712021600,18:00,201712021800,320,2017/12/02,2017/12/02,2629,0.2,210,204
南京,NKG,沈阳,SHE,中国南方航空(集团)公司,CZ6454,禄口国际机场,桃仙机场,17:20,201712241720,19:20,201712241920,M90,2017/12/24,2017/12/24,2010,0.4,220,214
南京,NKG,沈阳,SHE,中国南方航空(集团)公司,CZ6452,禄口国际机场,桃仙机场,18:15,201712201815,20:00,201712202000,M90,2017/12/20,2017/12/20,3468,0.3,110,107
南京,NKG,沈阳,SHE,中国南方航空(集团)公司,CZ6582,禄口国际机场,桃仙机场,21:00,201711292100,22:50,201711292250,JET,2017/11/29,2017/11/29,3336,0.1,230,221
南京,NKG,天津,TSN,奥凯航空,BK2858,禄口国际机场,滨海国际机场,13:40,201712091340,15:20,201712091520,738,2017/12/09,2017/12/09,2447,0.4,180,176
南京,NKG,温州,WNZ,中国国际航空公司,CA1962,禄口国际机场,永强机场,22:10,201711192210,23:20,201711192320,319,2017/11/19,2017/11/19,2423,0.3,190,181
南京,NKG,乌鲁木齐,URC,中国南方航空(集团)公司,CZ6964,禄口国际机场,地窝堡国际机场,16:40,201712211640,22:30,201712212230,73G,2017/12/21,2017/12/21,2045,0.1,100,90
南京,NKG,武汉,WUH,海航集团祥鹏航空公司,8L9936,禄口国际机场,天河机场,12:10,201712121210,13:15,201712121315,737,2017/12/12,2017/12/12,2471,0.2,190,181
南京,NKG,武汉,WUH,中国南方航空(集团)公司,CZ3428,禄口国际机场,天河机场,20:20,201712112020,21:20,201712112120,738,2017/12/11,2017/12/11,3243,0.3,110,104
南京,NKG,银川,INC,中国南方航空(集团)公司,CZ6964,禄口国际机场,河东机场,16:40,201711111640,19:00,201711111900,73G,2017/11/11,2017/11/11,3439,0.3,210,202
南京,NKG,长春,CGQ,中国南方航空(集团)公司,CZ6546,禄口国际机场,长春龙嘉国际机场,22:50,201712122250,0:55,201712130055,320,2017/12/12,2017/12/13,2156,0.2,280,271
南京,NKG,长沙,CSX,中国南方航空(集团)公司,CZ3660,禄口国际机场,黄花机场,1:00,201712120100,1:55,201712120155,320,2017/12/12,2017/12/12,2593,0.3,170,166
南京,NKG,长沙,CSX,中国南方航空(集团)公司,CZ3656,禄口国际机场,黄花机场,11:50,201712081150,13:15,201712081315,JET,2017/12/08,2017/12/08,2504,0.2,110,103
南京,NKG,长沙,CSX,中国南方航空(集团)公司,CZ3759,禄口国际机场,黄花机场,16:50,201711301650,18:25,201711301825,319,2017/11/30,2017/11/30,2348,0.5,130,125
南京,NKG,长沙,CSX,中国南方航空(集团)公司,CZ3986,禄口国际机场,黄花机场,18:45,201712191845,20:00,201712192000,320,2017/12/19,2017/12/19,2197,0.3,100,96
南京,NKG,郑州,CGO,中国南方航空(集团)公司,CZ3826,禄口国际机场,新郑机场,14:10,201712011410,15:20,201712011520,733,2017/12/01,2017/12/01,2516,0.2,140,134
南京,NKG,郑州,CGO,中国南方航空(集团)公司,CZ3398,禄口国际机场,新郑机场,22:30,201712202230,23:40,201712202340,733,2017/12/20,2017/12/20,2708,0.38,100,91
南宁,NNG,北京,BJS,中国国际航空公司,CA904,吴圩机场,首都国际机场,8:00,201712030800,11:05,201712031105,733,2017/12/03,2017/12/03,1407,0.3,130,123
南宁,NNG,北京,BJS,中国南方航空(集团)公司,CZ3285,吴圩机场,首都国际机场,9:55,201711230955,13:00,201711231300,738,2017/11/23,2017/11/23,1518,0.06,150,140
南宁,NNG,北京,BJS,中国国际航空公司,CA1336,吴圩机场,首都国际机场,12:00,201712221200,14:55,201712221455,321,2017/12/22,2017/12/22,2185,0.4,100,91
南宁,NNG,北京,BJS,中国国际航空公司,CA1486,吴圩机场,首都国际机场,15:45,201711091545,18:50,201711091850,738,2017/11/09,2017/11/09,2737,0.3,160,154
南宁,NNG,北京,BJS,中国南方航空(集团)公司,CZ6283,吴圩机场,首都国际机场,16:50,201712301650,20:00,201712302000,738,2017/12/30,2017/12/30,1804,0.5,290,287
南宁,NNG,北京,BJS,中国国际航空公司,CA1376,吴圩机场,首都国际机场,17:40,201711261740,21:00,201711262100,321,2017/11/26,2017/11/26,3387,0.1,150,143
南宁,NNG,北京,BJS,大新华航空有限公司,CN7158,吴圩机场,首都国际机场,18:15,201711281815,21:20,201711282120,738,2017/11/28,2017/11/28,2563,0.2,250,243
南宁,NNG,北京,BJS,中国国际航空公司,CA1466,吴圩机场,首都国际机场,19:45,201712061945,22:50,201712062250,321,2017/12/06,2017/12/06,1227,0.2,130,120
南宁,NNG,成都,CTU,鹰联航空公司,EU2230,吴圩机场,双流国际机场,20:30,201711062030,22:20,201711062220,319,2017/11/06,2017/11/06,3097,0,250,245
南宁,NNG,成都,CTU,四川航空股份有限公司,3U8774,吴圩机场,双流国际机场,21:15,201711252115,23:00,201711252300,319,2017/11/25,2017/11/25,1786,0,230,224
南宁,NNG,成都,CTU,中国国际航空公司,CA4328,吴圩机场,双流国际机场,21:45,201712092145,23:35,201712092335,JET,2017/12/09,2017/12/09,2656,0.2,250,241
